id,title,authors,pub_date,venue,volume,issue,page,type,publisher,editor
openalex:W3135019395,"Lexikon deutscher Frauen der Feder. Eine Zusammenstellung der seit dem Jahre 1840 erschienenen Werke weiblicher Autoren, nebst Biogra","Pataky, Sophie",1898,phieen [sic!] der lebenden und einem Verzeichnis der Pseudonyme,,,,book chapter,Carl Pataky,
tmp:gesis-ssoar-92194_ref-354_block-2028434,"Borrowing, Code-Switching and Fused Lects. Language Contact and Multilingual Practices from a Socio-Historical Perspective«","Ptashnyk, Stefaniya",2019,Dimensions of Linguistic Space: Variation -Multilingualism -Conceptualisations = Dimensionen des sprachlichen Raums. Variation -Mehrsprachigkeit -Konzeptualisierung,,,,book chapter,P. Lang,"Herbert, Lars Bülow Ann Kathrin Fischer Kristina"
dnb:DE-599-DNB964201119-OCoLC-428083062-02-A20-1410,Zeit des Herbstes,"Ritter, Michael",2002,,,,,book,Nikolaus Lenau,
doi:10.1515/9783110253368,Code-Switching in Early English,,2011,,,,,book,De Gruyter,"Schendl, Herbert Wright; Laura, "
sowiport:bszbw-wao-040754766,,"Scherer, Wilhelm",1883,,,,,book,Geschichte der deutschen Literatur,
tmp:gesis-ssoar-92194_ref-358_block-1804551,"Über die verschiedenen Methoden des Überset- zens«, in: Ders., Akademievorträge","Schleiermacher, Friedrich",2002,Kritische Gesamtausgabe,1,,65-93,journal article,De Gruyter,"v, "
tmp:gesis-ssoar-92194_ref-359_block-1719067,"Literatur und Vielsprachigkeit: Aspekte, Themen, Voraussetzungen«","Schmitz-Emans, Monika",2004,Literatur und Vielsprachigkeit,,,11-26,book chapter,Synchron Wiss.-Verl. der Autoren,"Dies, "
tmp:gesis-ssoar-92194_ref-360_block-1637623,Geschichte der deutschen Literatur. Ein Lehr-und Lese- buch für Schule und Haus,"Schröer, Carl Julius",1853,,,,,book,Heckenast,
doi:10.4324/9780203136133,Language Mixing and Code-Switching in Writing,,2012,Approaches to Mixed-Language Written Dis- course,,,,book chapter,Routledge,"Sebba, Mark Mahootian; Shahrzad/Jonsson, Carla"
doi:10.1179/1559689314z.00000000030,Languages at Play in the Museum. The Case of Belgium and her Multilingual Arts and Heritage Institutions«,"Shelley, Rebecca",2015,Museums & Social Issues,10,1,18-34,journal article,,
tmp:gesis-ssoar-92194_ref-363_block-1637624,"Vorlesungen über die Geschichte der teutschen Nationallit- teratur, Erster Theil","Wachler, Ludwig",1818,,,,,book,Verlag der Hermannschen Buchhandlung,
tmp:gesis-ssoar-92194_ref-364_block-1719068,Frevelhafter Doppelgänger und sprachbildende Kraft. Zur Wiederkehr der Anderssprachigkeit in Schleiermachers Hermeneutik«,"Weidner, Daniel",2007,der Literatur,,,229-247,book chapter,Kulturverlag Kadmos,"Arndt/Dirk Naguschewski/Robert Stockhammer, Su; Sprachigkeit, Exophonie Anders"
tmp:gesis-ssoar-92194_ref-365_block-1375595,Geschichte der deutschen Literaturwissenschaft bis zum En- de des 19,"Weimar, Klaus",2003,,,,,book,W. Fink,
doi:10.4000/germanica.17603,Les langues de Goethe. Essai sur l'imaginaire plurilingue d'un poète national,"Weissmann, Dirk",2021,,,,,book,Éditions Kimé,
tmp:gesis-ssoar-92194_ref-367_block-1719069,Rezeption (3) gegenüber,,1999,"Goethes Weimarer Weggefährten Riemer und Eckermann, die Begründer des Weimarer Erinnerungskultes an Goethe (vgl. ebd.: 89-94), und die Herausgeber von Goethes Werken im Kaiserreich (vgl. ebd",,,103-106,book chapter,,
tmp:gesis-ssoar-92194_ref-368_block-2081370,207-220) vereinnahmten Goethe jeweils als Vorbildfigur für die jeweils vorherrschende Ideologie,"Wahl, Hans; Holtzhauer, Helmut; Weimarer Goethe-Nationalmuseum, ",1935,In die Reihe der verehrenden Goethe-Rezeption lassen sich auch die übermannsgroßen Goethe-Denkmäler aus dem 19,,,72-88,book chapter,,
tmp:gesis-ssoar-92194_ref-369_block-2093297,"während sich Heine und Gutzkow kritisch und polemisch um ein differenziertes Bild dieser vielseitigen und gegensätzlichen Persönlichkeit bemühten (vgl. ebd.: 103-106). Der dritte Rezeptionstypus, die parodistisch-satirischen Goethe-Rezeption, zu der Falk und der Film-Spaß Fack ju Göhte gehören, ist wohl der für das über wenig oder keine Goethe-Kenntnisse verfügende Publikum anschlussfähigste Rezeptionstypus, auch weil er durch multimediale, verschiedene Rezeptionsweisen ansprechende Formate unterstützt wird","Kotzebue, Zu; Pustkuchen, Wilhelm; Menzel, Wolfgang; Börne, Ludwig; Junge Deutschland, ; Georg Herwegh, ",1980,Neben literarischen und musikalischen stehen Filmsatiren und bildkünstlerische Werke wie Karikaturen und Comic,101,,107-120,book chapter,,
tmp:gesis-ssoar-92194_ref-370_block-1375596,"Zu erwähnen ist hier noch die Goethe-Imitation: ein Sonderweg, der sich zwischen Vereh- rung und Parodie bewegt, und dessen wichtigster Vertreter Gerhart Hauptmann ist (vgl",,2007,,,,185,,,
tmp:gesis-ssoar-92194_ref-371_block-1872459,Neben frühen Klassiker-Parodien und den Goethe-Karikaturen im Simplicissimus werden im 20./21. Jahrhundert Goethe als Mensch und Autor sowie seine Werke zu einem außergewöhn- lich beliebten Sujet für nahezu alle Kunstformen,,1986,Neben Filmkomödien und Musicals wie Tarot (Filmkomödie,,,,book chapter,,
tmp:gesis-ssoar-92194_ref-372_block-1719070,Goethe aus näherm persönlichen Umgange dargestellt,"Falk, Johann Daniel",1832,Ein nachgelassenes Werk,,,,book chapter,Brockhaus,
tmp:gesis-ssoar-92194_ref-373_block-819141,Literaturskandale,"Friedrich, Hans Edwin",2009,,,,,book,P. Lang,
doi:10.1515/9783110691566-003,Literarische Erfahrung im Museum oder: Wie man in einer Literaturausstellung lesen kann«,"Gfrereis, Heike",2021,"Anastasio/Rhein, Transitzonen zwischen Literatur und Museum",,,37-64,book chapter,,
tmp:gesis-ssoar-92194_ref-375_block-1496108,Literaturausstellungen als Erkenntnisform«,"Gfrereis, Heike Raulff; Ulrich, ",2011,Zur Theorie und Praxis von Literaturausstellungen,,,101-109,book chapter,Wallstein,"Vandenrath, Anne Bohnenkamp Renken Sonja"
doi:10.14361/transcript.9783839417263.136,Gegenwartsräume. Ansätze einer sozialen Szenografie im Museum«,"Hächler, Beat",2012,"Gesser et al., Das partizipative Museum",,,136-145,book chapter,,
dnb:DE-599-DNB990984613-OCoLC-300460900-09-A06-2540,Remythisierung und Entmythisierung,"Horn, Christian",2007,Deutschsprachige Antikendramen der klassischen Moderne,,,,book chapter,Universitätsbibliothek,
dnb:DE-599-DNB1266141928,Zwischen Anspruch und Wirklichkeit. Weimarer Ausstel- lungspläne im Jahr 1932«,"Hüpping, Stefan",2012,"Seemann/Valk, Literatur ausstellen",,,171-186,book chapter,,
doi:10.1515/9783110691566-004,Stufen der Besucheraktivierung -Ein Ausstellungsentwurf zur frühromantischen Programmzeitschrift Athenaeum«,"Ilbrig, Cornelia",2021,"Anastasio/Rhein, Transitzonen zwischen Literatur und Museum",,,65-91,book chapter,,
tmp:gesis-ssoar-92194_ref-380_block-1496124,Goethe in Deutschland,"Mandelkow, Karl Robert",1980,"Rezeptionsgeschichte eines Klassikers, Bd",,,,journal article,C.H. Beck,
tmp:gesis-ssoar-92194_ref-381_block-1496125,"Goethe in Deutschland. Rezeptionsgeschichte eines Klassikers, Bd","Mandelkow, Karl Robert",1989,,,,,book,C.H. Beck,
dnb:DE-599-DNB1184613052-OCoLC-1099683230-19-B22,Die Ausstellung als »Parlament der Dinge«,"Mersmann, Birgit",2019,Theorie und Praxis der Gedankenausstellung bei Bruno Latour,,,,book chapter,"Avinus, Edition Medienkulturforschung",
tmp:gesis-ssoar-92194_ref-383_block-1933636,Ausstellen und Vermitteln als gesellschaftliche Interventi- on. Einleitung«,"Mörsch, Carmen",2017,Ausstellen und Ver- mitteln im Museum der Gegenwart,,,169-171,book chapter,transcript,"Sieber, Dies Angeli Sachs Thomas"
tmp:gesis-ssoar-92194_ref-384_block-1010476,Goethe-Verherrlichung vs,"Ilbrig, Cornelia",,,,,,book,Fack ju Göhte?,
tmp:gesis-ssoar-92194_ref-385_block-1804552,,,,2020a): Das subjektive Muse- um. Partizipative Museumsarbeit zwischen Selbstvergewisserung und gesell- schaftspolitischem Engagement,,,,book chapter,transcript,"Gesser, Susanne Gorgus; Nina/Janelli, Angela"
tmp:gesis-ssoar-92194_ref-386_block-1804553,Angela (2020b): »Das subjektive Museum. Ei- ne Einführung«,"Gesser, Susanne Gorgus; Nina Janelli, ",,"Dies., Das subjektive Museum",,,17-21,book chapter,,
tmp:gesis-ssoar-92194_ref-387_block-1804554,,,,2012a): Das partizipative Museum. Zwischen Teilhabe und User Generated Content. Neue Anforderungen an kulturhistorische Ausstellungen,,,,book chapter,transcript,"Gesser, Susanne Handschin; Kartin/Jannelli, Angela Lichtensteiger; Sibylle, "
doi:10.14361/transcript.9783839417263,Sibylle (2012b): »Das partizipative Museum«,"Gesser, Susanne Handschin; Kartin/Jannelli, Angela Lichtensteiger",,,,,10-15,book,"Dies., Das partizipative Museum",
doi:10.14361/9783839442869-005,Die Soziomuseologie und ihr theo- retischer Bezugsrahmen (mit Statement von Elisabeth Tietmeyer)«,"Moutinho, Mário Primo; Santos, Judite",2020,"Gesser/ Gorgus/Janelli, Das subjektive Museum",,,27-46,book chapter,,
tmp:gesis-ssoar-92194_ref-390_block-1637625,"Götterzeichen, Liebeszauber, Satanskult. Neue Einblicke in alte Goethe-Texte","Schöne, Albrecht",1993,,,,,book,C.H. Beck,
dnb:DE-599-DNB1017423822-OCoLC-785835199-12-A51,Literatur ausstellen,,2012,Museale In- szenierungen der Weimarer Klassik,,,,book chapter,Wallstein,"Seemann, Hellmut Th Valk; Thorsten, "
doi:10.14361/transcript.9783839417263.95,Das partizipative Museum«,"Simon, Nina",2012,"Gesser et al., Das partizipative Museum",,,95-108,book chapter,,
tmp:gesis-ssoar-92194_ref-393_block-1496126,Goethe-Parodien. Zur Wirkungsgeschichte eines Klassi- kers,"Wende, Waltraud",1999,,,,,book,J.B. Metzler,
tmp:gesis-ssoar-92194_ref-394_block-2060841,Goethe: Zum Sehen geboren/Zum Schauen bestellt,"Karikaturen, ; Comics, Bedürftig; Friedemann/Kirsch, Christoph von Kummant; berg, Thomas von Eckarts; Benjamin, ",2007,,,,,book,Ehapa-Verlag,
openalex:W2526847222,"Hier bin ich Ente, hier darf ich's sein: Goethes Entenhause- ner Klassik","Disney, Walt",2016,,,,,book,Egmont Ehapa Media GmbH/Egmont Verlagsgesellschaften mbH,
openalex:W3103504020,Faust -Der Tragödie erster Teil,"Flix, ",2010,,,,,book,Carlsen,
tmp:gesis-ssoar-92194_ref-397_block-1245978,Goethe -Die ganze Wahrheit,"Moser, Christian",2007,,,,,book,Carlsen,
tmp:gesis-ssoar-92194_ref-398_block-1375597,"Kollegen«, in: Simplicissimus","Paul, Bruno",1897,Illustrierte Wochenschrift,2,6,54,journal article,,
tmp:gesis-ssoar-92194_ref-399_block-1637626,Fortschritt«,"Paul, Bruno",1897,Simplicissimus. Illustrierte Wochenschrift 2.11,,,82,book chapter,,
tmp:gesis-ssoar-92194_ref-400_block-1872460,Goethe beim Zensor«,"Paul, Bruno",1903,"Simplicissimus. Illustrierte Wochen- schrift 8.36, Titelseite",,,,book chapter,,
tmp:gesis-ssoar-92194_ref-401_block-1159692,Stadelmanns Geheimnis,"Traxler, Hans",2010,,,,,book,Frankfurter Goethe- Museum,
tmp:gesis-ssoar-92194_ref-402_block-1933637,,"Filmkomödien, ; Musicals, Tarot; D, R: Bora Dagtekin) Goethe -Auf Liebe und Tod!, ",1986,,,,,,,
tmp:gesis-ssoar-92194_ref-403_block-1637627,,"Goethe, ",2021,,,,,,,
tmp:gesis-ssoar-92194_ref-404_block-1159693,kolonialen Diskursanalyse mit einer wirkungsästhetischen Distanzierung und Metaperspektivierung zu verbinden,,,,,,,,,
dnb:DE-599-DNB993615333-OCoLC-458743454-09-A44-1643,Literaturdidaktik Deutsch,"Abraham, Ulf Kepser; Matthis, ",2009,Eine Einführung,3,,,journal article,E. Schmidt,"Aufl, "
tmp:gesis-ssoar-92194_ref-406_block-1982055,Literarisches Verstehen und Nichtverstehen. Kulturtheorie und Literaturunterricht«,"Baum, Michael",2010,"Taschenbuch des Deutschunterrichts, Bd. 2: Literatur-und Mediendidak- tik",,,100-123,book chapter,Schneider Verlag Hohengehren,"Meier, Volker Frederking Axel Krommer Christel"
dnb:DE-599-DNB999978179-OCoLC-607581593-10-A15,Kulturtheoretische Kontexte für die Literaturdidaktik,,2010,,,,,book,Schneider Verlag Hohengehren,"Baum, Michael Bönnighausen; Marion, "
doi:10.2307/1861417,"Mirambo of Tanzania, 1840?-1884","Bennett, Norman",1971,,,,,book,Oxford Uni- versity Press,
tmp:gesis-ssoar-92194_ref-409_block-1375598,Literaturausstellung als außerschulischer Lernort für den Literaturunterricht«,"Bernhardt, Sebastian",2022,,,,1-9,,KinderundJugendmedien.de,
ssoar:gesis-ssoar-84639,Literarästhetisches Lernen im Ausstellungsraum. Li- teraturausstellungen als außerschulische Lernorte für den Literaturunterricht,"Bernhardt, Sebastian",2023,,,,,book,transcript,
tmp:gesis-ssoar-92194_ref-411_block-1872461,Go-between: Postkoloniale Erzähltheorie«,"Birk, Hanne Neumann; Birgit, ",2002,Neue Ansätze in der Erzähltheorie,,,115-152,book chapter,Wissen- schaftlicher Verlag Trier,"Nünning, Ansgar"
doi:10.1007/978-3-322-93251-8_3,Interkulturelle Kompetenz -ein Diskurs in der Krise«,"Varela, Castro; Mar, María",2002,Interkulturelle Kompetenz und pädagogi- sche Professionalität,,,35-48,book chapter,Springer,"Auernheimer, Georg"
tmp:gesis-ssoar-92194_ref-413_block-2081371,Breaking the Rules. Bildung und Postkolonialismus«,"Varela, Castro; Mar/Dhawan, María; Nikita, ",2009,Zwischen kritischer Praxis und Dienstleistung auf der Documenta 12. Ergebnisse eines Forschungspro,,,339-353,book chapter,Diaphanes,"Mörsch, Carmen"
doi:10.1515/9783484339095.173,Kontrapunktische Lektüren. Koloniale Strukturen in der deutschsprachigen Literatur des 19,"Dunker, Axel",2008,,,,,book,W. Fink,
tmp:gesis-ssoar-92194_ref-415_block-1637628,Die Innovation im Seriellen«,"Eco, Umberto",1988,"Ders., Über Spiegel und an- dere Phänomene",,,155-180,book chapter,C. Hanser,
tmp:gesis-ssoar-92194_ref-416_block-1496127,Gefährdungen. Streitbare literaturdidaktische Entwürfe für die Oberstufe,"Edelmann, Thomas",2010,,,,,book,Schneider Verlag Hohengehren,
doi:10.2307/408224,Effi Briest«,"Fontane, Theodor",1998,,,,,book,Christine Hehle,"in: Ders., Große Brandenburger Ausgabe, hg. v. Gotthard Erler, Bd. 15, hg. v., "
tmp:gesis-ssoar-92194_ref-418_block-1637629,Die Vertheilung Afrikas unter die europäischen Mächte. Mit ei- ner Uebersichtskarte«,"Förster, Brix",1891,,,,698-703,book,Die Gartenlaube,
tmp:gesis-ssoar-92194_ref-419_block-1872462,"Die Ordnung des Diskurses, Frankfurt a.M.: S","Foucault, Michel; Gehrmann, Fischer; Susanne, ",1997,,,,,book,G. Olms,
doi:10.1007/978-3-476-05081-6,Literarische Sozialisation«,"Graf, Werner",2002,Grundzüge der Literaturdidaktik,,,49-60,book chapter,Deutscher Taschenbuch Verlag,"Korte, Klaus Michael Bogdal Hermann"
openalex:W2671356165,Kanonische Texte des Realismus im historischen Publi- kationskontext: Theodor Fontanes ›Frauenromane‹ Cécile und Effi Briest«,"Gretz, Daniela",2014,Zeitschriftenliteratur/ Fortsetzungsliteratur,,,187-204,journal article,Wehrhahn,"Zelle, Nicola Kaminski Nora Ramtke Carsten"
dnb:DE-599-DNB960581642-OCoLC-248723104-01-A40-1501,Theodor Fontane: Effi Briest,"Hamann, Elsbeth",2001,,,,,book,Ol- denbourg,
tmp:gesis-ssoar-92194_ref-423_block-1637630,Das litera- rische Unterrichtsgespräch,,2020,Didaktische Reflexionen und empirische Rekon- struktionen,,,,book chapter,Schneider Verlag Hohengehren,"Heizmann, Felix Mayer; Johannes/Steinbrenner, Marcus"
tmp:gesis-ssoar-92194_ref-424_block-1719071,Theodor Fontane: Effi Briest,"Hoppe, Almut Schurf; Bernd/Wagener, Andrea",2008,,,,,book,Cornelsen,
tmp:gesis-ssoar-92194_ref-425_block-1375599,King Mirambo. Tanzania's Famous Men,"Kabeya, John",1976,,,,,book,East African Literature Bureau,
dnb:DE-599-DNB958036861-OCoLC-264508759-00-A16-0847,Neue Literaturtheorien und Unterrichtspraxis. Positio- nen und Modelle,"Kammler, Clemens",2000,,,,,book,Schneider Verlag Hohengehren,
tmp:gesis-ssoar-92194_ref-427_block-1375600,Diskursanalyse à la Foucault«,"Kammler, Clemens",2017,Der Deutschunterricht 6,,,64-72,book chapter,,
tmp:gesis-ssoar-92194_ref-428_block-1637631,Kaugummi und Verflixungen. Illustriert von Anne-Kathrin Behl,"Karimé, Andrea",2010,,,,,book,Picus,
tmp:gesis-ssoar-92194_ref-429_block-1804555,Vom Intertext zum Interdiskurs -eine Unterrichtsse- quenz zur modernen Lyrik«,"Katthagen, Gerhard",1990,Diskussion Deutsch,21,116,613-629,journal article,,
tmp:gesis-ssoar-92194_ref-430_block-1804556,Effi Briest. Kopiervorlagen und Module für Unterrichtssequenzen,"Katthagen, Gerd Schmidt; Karl Wilhelm, ",2008,,,,,book,Oldenbourg,
tmp:gesis-ssoar-92194_ref-431_block-1719072,Sprachliche Folgen des deutschen Kolonialis- mus«,"Kellermeier-Rehbein, Birte",2022,Der Deutschunterricht 5,,,71-81,book chapter,,
doi:10.25656/01:21182,Deutschdidaktik als eingreifende Kulturwissenschaft. Ein Positionierungsversuch im wissenschaftlichen Feld«,"Kepser, Matthis",2013,Praxis Deutsch: Halb- jahresschrift für die Didaktik der deutschen Sprache und Literatur 18.34,,,52-68,book chapter,,
tmp:gesis-ssoar-92194_ref-433_block-1496128,Weiße Normalität. Perspektiven einer postkolonialen Li- teraturdidaktik,"Kißling, Magdalena",2020,,,,,book,Aisthesis,
tmp:gesis-ssoar-92194_ref-434_block-1719073,Differenzkonstruktionen in Explikation und Beiläufig- keit. Wirkungsästhetischer Vergleich unterschiedlichen kinderliterarischen Er- zählens von Diversität«,"Kißling, Magdalena",2023,»So viel Größen,,,,book chapter,,"Kanning, Iris Kruse Julian"
dnb:DE-599-DNB1078702535-OCoLC-1185720758,Elf Aspekte des literarischen Lernens auf dem Prüfstand (Edi- torial)«,"Lösener, Hans",2015,Leseräume,2,,1-5,journal article,,
tmp:gesis-ssoar-92194_ref-436_block-179,"Qualitative Inhaltsanalyse«, in: Uwe Flick/Ernst von Kar","Mayring, Philipp",2015,Qualitative Forschung. Ein Handbuch,,,468-475,book chapter,Ro- wohlt Verlag,"Steinke, "
tmp:gesis-ssoar-92194_ref-437_block-1637632,Das Fremde in der Literatur. Zur Grundlegung einer respon- siven Literaturdidaktik,"Mitterer, Nicola",2016,,,,,book,transcript,
doi:10.5860/choice.30-0768,Playing in the Dark. Whiteness and the Literary Imagination,"Morrison, Toni",1992,,,,,book,Harvard University Press,
tmp:gesis-ssoar-92194_ref-439_block-1245979,"Ministerium für Schule und Bildung des Landes Nordrhein-Westfalen (2022): Zentralabitur 2023 -Deutsch, geänderte Fassung","MSB, N R W",,,,,,,,
doi:10.1007/978-3-476-05069-4_1,Von der feministischen Narratologie zur gender-orientierten Erzähltextanalyse«,"Nünning, Vera Nünning; Ansgar, ",2004,Erzähltextanalyse und Gender Studies,,,1-32,book chapter,J.B. Metzler,"Dies, "
doi:10.1007/978-3-476-03120-4_19,Die Methodologie einer objektiven Hermeneutik und ihre allgemeine for- schungslogische Bedeutung in den Sozialwissenschaften«,"Oevermann, Ulrich Allert; Tilmann/Konaus, Elisabeth Krambeck; Jürgen, ",1979,Interpretative Verfahren in den Sozial-und Textwissenschaften,,,352-434,book chapter,J.B. Metzler,"effner, Hans Georg So"
tmp:gesis-ssoar-92194_ref-442_block-1982056,"Kongobecken, Lombok und der Chinese im Haus Briest. Das ›Wis- sen um die Kolonien‹ und das ›Wissen aus den Kolonien‹ bei Theodor Fontane«","Parr, Rolf",2002,"Fontane und die Fremde, Fontane und Europa, Würz",,,212-228,book chapter,Königshausen & Neumann,"Ehlich, Konrad"
openalex:W2794607566,o.J.): Die Reden Kaiser Wilhelms II,,,Bd,2,,1896-1900,journal article,Reclam,"Penzler, Johannes"
